201006,163.128,201006,38.131,201006,0.517,201006,1.375
201007,177.165,201007,48.489,201007,0.553,201007,1.47
201008,176.655,201008,50.968,201008,0.451,201008,1.15
201009,148.406,201009,37.642,201009,0.373,201009,1.087
201010,132.129,201010,30.811,201010,0.326,201010,1.009
201011,135.919,201011,26.843,201011,0.376,201011,0.88
201012,165.3,201012,30.528,201012,0.784,201012,1.143
201013,1827.618,201013,399.392,201013,5.829,201013,13.949
201101,166.309,201101,29.188,201101,0.559,201101,1.546
201102,135.738,201102,26.152,201102,0.385,201102,1.219
201103,133.862,201103,26.043,201103,0.374,201103,1.477
201104,123.65,201104,28.164,201104,0.419,201104,0.939
